id,name,game,round,boardPosition
15850,GEORGIA,1218,1,0
15851,DOGS,1216,1,4
15852,HORNS,1222,0,3
15853,SIMON SAYS,1220,0,5
15854,&quot;HOTEL&quot;s,1221,1,0
15855,LITERARY QUOTES,1223,0,3
15856,TURNS OF THE CENTURY,1217,1,2
15857,MUSICAL INSTRUMENTS,1224,0,2
15858,ALSO A DEITY,1225,0,2
15859,IT'S A DOGGY DOG WORLD,1222,0,4
15860,3-LETTER WORDS,1216,1,5
15861,AT AUCTION,1219,1,3
15862,GREECE IS THE WORD,1220,1,0
15863,THE SIX WIVES OF HENRY VIII,1218,1,1
15864,MIDDLE NAMES,1217,1,3
15865,MOVIE ACTORS,1220,1,1
15866,THE PLAZA,1221,1,1
15867,&quot;MUM&quot;s THE WORD,1222,0,5
15868,THE POETRY OF LOVE,1224,0,3
15869,TAKE THE KIDS!,1223,0,4
15870,GHASTLY OPERATIC DEMISES,1218,1,2
15871,ROYALLY LAST,1225,0,3
15872,LITERARY HODGEPODGE,1217,1,4
15873,THE FOUR SEASONS,1221,1,2
15874,17th CENTURY SCIENCE,1219,1,4
15875,LITERARY TITLE OBJECTS,1216,2,0
15876,THE BIBLE,1222,1,0
15877,FIELD OF &quot;DREAM&quot;s,1223,0,5
15878,EXPLORERS &amp; TRAVELERS,1218,1,3
15879,GAMES IN OTHER WORDS,1224,0,4
15880,COLLEGES &amp; UNIVERSITIES,1220,1,2
15881,HOLIDAY IN...?,1221,1,3
15882,ODD WORDS,1217,1,5
15883,THE 20th CENTURY,1226,0,0
15884,FAST FOOD NATION,1225,0,4
15885,IF THEY MARRIED....,1219,1,5
15886,BABEL-ING ON,1224,0,5
15887,WRITERS,1220,1,3
15888,THE 1490s,1223,1,0
15889,AFRICAN-AMERICAN LIT,1218,1,4
15890,WORLD LEADERS,1217,2,0
15891,TELEVISION,1222,1,1
15892,HELLO KITTY,1220,1,4
15893,THE WRITS,1221,1,4
15894,HIDDEN DVD TREATS,1226,0,1
15895,19th CENTURY CRIMES,1219,2,0
15896,CAPITOL RECORDS,1223,1,1
15897,CROSSWORD CLUES &quot;N&quot;,1225,0,5
15898,MYTHS &amp; LEGENDS,1227,0,0
15899,ROCK OF AGES,1224,1,0
15900,WATERCRAFT,1226,0,2
15901,ON-LINE LINGO,1228,0,0
15902,MERRY YACHTS,1221,1,5
15903,MIND YOUR &quot;P&quot;s &amp; &quot;Q&quot;s,1218,1,5
15904,SHAKESPEAREAN ACTORS,1223,1,2
15905,LICENSE PLATE MOTTOS,1222,1,2
15906,BEFORE &amp; AFTER,1220,1,5
15907,RODENTS,1226,0,3
15908,THE BIBLE,1228,0,1
15909,MOVIE QUOTES,1227,0,1
15910,A MIGHTY FORTRESS,1224,1,1
15911,WELCOME TO OMAHA,1225,1,0
15912,BIG MERGERS,1222,1,3
15913,IT'S &quot;TEA&quot; TIME,1226,0,4
15914,VIDEO POTPOURRI,1223,1,3
15915,ASIAN HISTORY,1218,2,0
15916,ACTORS,1221,2,0
15917,AGRICULTURE,1228,0,2
15918,SOCIAL SCIENCE,1220,2,0
15919,THE FANNIE FARMER COOKBOOK,1227,0,2
15920,COUNTRIES OF THE WORLD,1229,0,0
15921,BEST SCREENPLAY OSCARS,1225,1,1
15922,OUT WEST,1230,0,0
15923,BIBLICAL FATHERS &amp; SONS,1231,0,0
15924,HOW VERY PROPER,1226,0,5
15925,COUNTRY NAME ORIGINS,1223,1,4
15926,&quot;D&quot; IN HISTORY,1222,1,4
15927,COLLEGES &amp; UNIVERSITIES,1228,0,3
15928,ONWARD CHRISTIAN SOLDIERS,1224,1,2
15929,THE 1880s,1227,0,3
15930,LITERARY CHARACTERS,1226,1,0
15931,OPERA,1225,1,2
15932,ORGANIZATIONS,1231,0,1
15933,FINANCE,1227,0,4
15934,SONGS,1229,0,1
15935,ADJECTIVES,1222,1,5
15936,EDIBLE RESPONSES,1223,1,5
15937,CITY SONGS,1230,0,1
15938,CAPES,1228,0,4
15939,HOW GREAT THOU ART,1224,1,3
15940,MOVIE CROSSWORD CLUES &quot;G&quot;,1226,1,1
15941,&quot;C&quot;OLLEGES &amp; UNIVERSITIES,1225,1,3
15942,THE THIRD,1229,0,2
15943,CRAYOLA COLORS,1230,0,2
15944,ASIA,1222,2,0
15945,WHEAT,1231,0,2
15946,REVERSE-A-WORD,1227,0,5
15947,NEARER MY &quot;COD&quot; TO THEE,1224,1,4
15948,BOOKS &amp; AUTHORS,1223,2,0
15949,BATMEN &amp; ROBINS,1228,0,5
15950,HAPPY HALLOWEEN,1232,0,0
15951,IDENTITY THEFT,1230,0,3
15952,COLLEGE COLLAGE,1226,1,2
15953,ANCIENT LIFE,1233,0,0
15954,HYMNS &amp; HERS,1224,1,5
15955,SPORTS,1229,0,3
15956,MOVIE PRODUCERS,1231,0,3
15957,CABINET CLEANING,1225,1,4
15958,HAWAIIANS,1227,1,0
15959,THE ECONOMY,1230,0,4
15960,IRISH HISTORY,1228,1,0
15961,NAMES ON THE MAP,1224,2,0
15962,THUNDER &amp; LIGHTNING,1226,1,3
15963,FASHION,1229,0,4
15964,"RELAX, IT'S MY TREATY",1232,0,1
15965,CATHEDRALS &amp; CHURCHES,1233,0,1
15966,&quot;SUPER&quot; WORDS,1230,0,5
15967,SAME FIRST &amp; LAST LETTER,1225,1,5
15968,COLLEGES &amp; UNIVERSITIES,1227,1,1
15969,FOUNTAINS,1231,0,4
15970,CAPITAL PUNISHMENT,1226,1,4
15971,OLD MAN RIVER,1232,0,2
15972,SCIENCE,1229,0,5
15973,OPERA SETTINGS,1230,1,0
15974,LANGUAGE OF FLOWERS,1234,0,0
15975,WORLD GEOGRAPHY,1228,1,1
15976,GEOGRAPHY,1225,2,0
15977,17th CENTURY AMERICA,1233,0,2
15978,RHYME TIME,1231,0,5
15979,AMERICAN HISTORY,1229,1,0
15980,LET'S &quot;TRAVEL&quot;,1232,0,3
15981,NEXT LETTER AFTER...,1230,1,1
15982,AUTHORS,1235,0,0
15983,VOCABULARY,1226,1,5
15984,SCIENCE &amp; NATURE,1227,1,2
15985,EXPLORERS,1234,0,1
15986,COMPOSERS,1228,1,2
15987,GOING TO THE DOGS,1232,0,4
15988,INTERNATIONAL CUISINE,1233,0,3
15989,HOSPITALS,1229,1,1
15990,LINGUISTICS,1231,1,0
15991,GOVERNMENT &amp; POLITICS,1226,2,0
15992,ARTY FACTS,1230,1,2
15993,1980s ROCK MUSIC,1234,0,2
15994,THE MOVIES,1233,0,4
15995,WOMEN OF SONG,1227,1,3
15996,VIRGINIA GOVERNORS,1228,1,3
15997,ANNUAL EVENTS,1235,0,1
15998,OPTICS,1236,0,0
15999,...AND HOWE!,1232,0,5
16000,I WAS ON JEOPARDY!,1230,1,3
16001,HISTORIC AMERICA,1231,1,1
16002,ART,1229,1,2
16003,JAPAN,1234,0,3
16004,RHYME TIME,1233,0,5
16005,AMERICAN MUSEUMS,1236,0,1
16006,FAMOUS NAMES,1235,0,2
16007,SCIENC&quot;E&quot;,1232,1,0
16008,BOOKS &amp; AUTHORS,1228,1,4
16009,WORLD GEOGRAPHY,1227,1,4
16010,ANIMALS,1231,1,2
16011,HISTORY,1235,0,3
16012,MISC.,1228,1,5
16013,ASIAN AMERICANS,1233,1,0
16014,YOU MUST BE AN &quot;EGG&quot;HEAD,1230,1,4
16015,HODGEPODGE,1234,0,4
16016,COMPOSERS ON FILM,1232,1,1
16017,POP CULTURE,1236,0,2
16018,FACIAL HAIR,1235,0,4
16019,LITERATI,1227,1,5
16020,CANADIAN CAPITALS,1231,1,3
16021,ANIMAL PHRASES,1234,0,5
16022,A VISIT WITH SHERLOCK HOLMES,1230,1,5
16023,GEOGRAPHIC GLOSSARY,1232,1,2
16024,U.S. CITIES,1233,1,1
16025,JOURNALISTS,1228,2,0
16026,LITERATURE,1231,1,4
16027,LITERATURE,1234,1,0
16028,U.S. HISTORY,1236,0,3
16029,MEN OF TRINITY COLLEGE,1232,1,3
16030,PHRASES IN AMERICAN HISTORY,1230,2,0
16031,&quot;HARRY&quot; MOVIES,1235,0,5
16032,FICTION,1232,1,4
16033,BUSINESS LEADERS,1237,0,0
16034,9-LETTER WORDS,1229,1,3
16035,THE 1950s,1234,1,1
16036,U.S. PRESIDENTS,1227,2,0
16037,TRANSPORTATION,1238,0,0
16038,EXPLORERS IN SCIENCE,1233,1,2
16039,10-LETTER WORDS,1231,1,5
16040,SMALL JOBS,1236,0,4
16041,ONE-WOMAN SHOWS,1235,1,0
16042,LITERARY HODGEPODGE,1229,1,4
16043,AMERICANA,1234,1,2
16044,CONTROVERSIAL SPORTS CELEBS,1237,0,1
16045,SUMMER,1239,0,0
16046,AWARDS,1233,1,3
16047,WORDS,1238,0,1
16048,BEASTLY EXPRESSIONS,1232,1,5
16049,ENDINGS,1229,1,5
16050,AUTOMOBILES,1239,0,1
16051,COMMON BONDS,1237,0,2
16052,ADVERTISING,1234,1,3
16053,ON &quot;Q&quot;,1236,0,5
16054,VICE PRESIDENTIAL CANDIDATES,1233,1,4
16055,THE NOBEL PRIZE,1231,2,0
16056,THE HUSBAND MARRIED,1238,0,2
16057,OSCAR WINNERS,1229,2,0
16058,LESSER-KNOWN NAMES,1239,0,2
16059,GOVERNMENT FORMS,1232,2,0
16060,MILITARY GOVERNORS,1236,1,0
16061,PEOPLE &amp; PLACES,1235,1,1
16062,BEFORE THEY WERE FIRST LADIES,1240,0,0
16063,GIMME AN &quot;H&quot;,1237,0,3
16064,EARTH SCIENCE,1234,1,4
16065,1930,1241,0,0
16066,MEMPHIS,1238,0,3
16067,U.S. STATES,1242,0,0
16068,MUSIC &amp; LITERATURE,1233,1,5
16069,THE SENSES,1238,0,4
16070,PRIMETIME TV REUNIONS,1240,0,1
16071,COLONIAL AMERICA,1239,0,3
16072,ANIMAL SONGS,1241,0,1
16073,PLANTS,1242,0,1
16074,AUSSIE,1237,0,4
16075,MYSPACE.MAN,1240,0,2
16076,HISTORIC SHIPS,1233,2,0
16077,ART &amp; ARTISTS,1235,1,2
16078,YE GODS,1238,0,5
16079,MOVIES ABOUT THE MOVIES,1234,1,5
16080,EUROPE,1243,0,0
16081,WORLD TRAVEL,1241,0,2
16082,OPERA,1236,1,1
16083,STARRY SONGS,1239,0,4
16084,NAME'S THE SAME,1242,0,2
16085,WORLD CAPITALS,1234,2,0
16086,HAIRY IT,1237,0,5
16087,HEALTH &amp; FITNESS,1235,1,3
16088,WORLD WAR II,1238,1,0
16089,SCIENCE,1241,0,3
16090,POET'S GLOSSARY,1240,0,3
16091,SPORTS,1243,0,1
16092,BIRDS,1236,1,2
16093,CONTAINERS,1240,0,4
16094,GOING IN STYLE,1239,0,5
16095,MUSIC BUSINESS,1238,1,1
16096,INDIANS,1242,0,3
16097,AVIATION,1244,0,0
16098,FASHION,1243,0,2
16099,SHAKESPEARE,1237,1,0
16100,BUSINESS &amp; INDUSTRY,1241,0,4
16101,TECHNOLOGY,1242,0,4
16102,FAMOUS PAIRS,1236,1,3
16103,THE BIBLE,1238,1,2
16104,CIVIL WAR GENERALS,1235,1,4
16105,TV PILOTS,1244,0,1
16106,ROYALTY,1239,1,0
16107,HOLIDAYS,1243,0,3
16108,SOUTH AMERICAN CAPITALS,1236,1,4
16109,FROM THE GREEK,1240,0,5
16110,HANGIN' WITH MY GNOMIES,1237,1,1
16111,SILLY SONGS,1242,0,5
16112,3-LETTER WORDS,1235,1,5
16113,INSTRUMENTS,1244,0,2
16114,CRADLES,1241,0,5
16115,BIRDS,1239,1,1
16116,THE OLYMPICS,1238,1,3
16117,NOVEL TITLES,1236,1,5
16118,LYRICS,1243,0,4
16119,&amp; NOW THE &quot;END&quot; IS NEAR,1240,1,0
16120,1946,1242,1,0
16121,CENTURY OF THE TRIAL,1237,1,2
16122,MAMMALS,1242,1,1
16123,NEWSPAPERS,1238,1,4
16124,THE MAIN INGREDIENT,1243,0,5
16125,SECOND-LARGEST U.S. CITIES,1241,1,0
16126,MAY DAY,1244,0,3
16127,FICTIONAL CHARACTERS,1239,1,2
16128,&amp; SO I FACE THE FINAL CURTAIN,1240,1,1
16129,ADVERTISING,1235,2,0
16130,AMERICAN RIVERS,1243,1,0
16131,INVENTORS,1236,2,0
16132,REVOLUTIONARY WAR,1245,0,0
16133,MOSESES,1237,1,3
16134,CONSTELLATIONS,1243,1,1
16135,TV COMMERCIALS,1239,1,3
16136,TV CAPTAINS,1242,1,2
16137,ROGER,1244,0,4
16138,MOUNTAINS,1246,0,0
16139,I BIT OFF MORE THAN I COULD CHEW,1240,1,2
16140,TOUGH TV TRIVIA,1238,1,5
16141,BOOZE-A-PALOOZA,1237,1,4
16142,DYNASTIES,1245,0,1
16143,FIRST LADIES,1242,1,3
16144,CODES OF HONOR,1238,2,0
16145,AWARDS,1241,1,1
16146,WORLD GEOGRAPHY,1239,1,4
16147,I'VE TRAVELED EACH &amp; EVERY HIGHWAY,1240,1,3
16148,&quot;OVER&quot; &amp; &quot;OUT&quot;,1244,0,5
16149,THE BODY HUMAN,1243,1,2
16150,FAMOUS QUOTES,1245,0,2
16151,SHAKESPEAREAN TRIVIA,1242,1,4
16152,WELL-KNOWN NAMES,1246,0,1
16153,LETTER PERFECT,1239,1,5
16154,YOUTH ORGANIZATIONS,1241,1,2
16155,IDIOMS,1237,1,5
16156,PHYSICAL SCIENCE,1247,0,0
16157,THE RECORD SHOWS I TOOK THE BLOWS,1240,1,4
16158,FIRST NAMES,1244,1,0
16159,NEIGHBORHOODS,1243,1,3
16160,COMEDY FILMS,1241,1,3
16161,GIRLS IN SONG,1247,0,1
16162,CD-ROM GAMES,1246,0,2
16163,I DID IT NORWAY,1240,1,5
16164,STARS WITH &quot;C&quot;,1243,1,4
16165,FAMOUS QUOTES,1239,2,0
16166,'60s BRITISH ROCK,1245,0,3
16167,THE OSCARS,1237,2,0
16168,STATE CAPITALS,1244,1,1
16169,HOMOPHONIC PAIRS,1242,1,5
16170,ENGLISH CLASS,1248,0,0
16171,ANIMALS,1245,0,4
16172,BRITISH MONARCHS,1241,1,4
16173,U.S. STATES,1249,0,0
16174,ACTORS &amp; ROLE,1243,1,5
16175,AMERICAN LITERATURE,1244,1,2
16176,SEE THE USA,1247,0,2
16177,FICTIONAL CHARACTERS,1240,2,0
16178,FOREIGN FOODS,1246,0,3
16179,I KNOW THAT SONG,1248,0,1
16180,THE OSCARS,1242,2,0
16181,&quot;A.C.&quot;,1245,0,5
16182,ANIMAL GROUPS,1247,0,3
16183,SPECIAL OSCARS,1249,0,1
16184,GAY '90s,1243,2,0
16185,SAINTLY FIRSTS,1250,0,0
16186,1999,1248,0,2
16187,LITERATURE,1251,0,0
16188,&quot;OLD&quot; LIT,1241,1,5
16189,BREAKFAST CEREALS,1248,0,3
16190,HISTORIC EUROPEAN LEADERS,1244,1,3
16191,SCIENCE,1246,0,4
16192,WEAPONS,1247,0,4
16193,REPUBLICANS,1250,0,1
16194,HISTORIC NAMES,1249,0,2
16195,STARTS WITH &quot;WH&quot;,1252,0,0
16196,BUSINESS &amp; INDUSTRY,1245,1,0
16197,20th CENTURY LEADERS,1241,2,0
16198,LIFE SCIENCE,1251,0,1
16199,&quot;BLACK&quot; &amp; &quot;WHITE&quot;,1246,0,5
16200,VOCABULARY,1249,0,3
16201,THIS IS JEOPARDY!,1247,0,5
16202,KINGS &amp; QUEENS,1252,0,1
16203,RELIGION,1244,1,4
16204,A REALLY BIG CATEGORY,1248,0,4
16205,WARTHOGS,1250,0,2
16206,SOUTH AMERICAN CITIES,1253,0,0
16207,POLO,1249,0,4
16208,LICENSE PLATES,1251,0,2
16209,GEOGRAPHIC COCKTAILS,1250,0,3
16210,HISTORIC PEOPLE,1246,1,0
16211,NATIVE AMER. WOMEN,1245,1,1
16212,IN THE NEWS,1252,0,2
16213,POTPOURRI,1249,0,5
16214,"HAT'S ALL, FOLKS",1248,0,5
16215,SPORTS TRIVIA,1252,0,3
16216,THE SNL ALUMNUS WHO...,1253,0,1
16217,POT LUCK,1244,1,5
16218,HORS D'OEUVRES,1247,1,0
16219,ENDS IN &quot;ABLE&quot;,1251,0,3
16220,RELIGION,1245,1,2
16221,PALINDROMES,1250,0,4
16222,HOLLYWOOD FAMILIES,1246,1,1
16223,RIVERS,1249,1,0
16224,FICTIONAL CHARACTERS,1248,1,0
16225,MUSICAL INSTRUMENTS,1252,0,4
16226,HISTORY,1247,1,1
16227,THE LENGTHS YOU'LL GO,1253,0,2
16228,PEOPLE,1251,0,4
16229,MAIDEN NAMES,1250,0,5
16230,BROADWAY,1248,1,1
16231,FICTIONAL CHARACTERS,1249,1,1
16232,SCIENCE,1244,2,0
16233,LAKES &amp; RIVERS,1245,1,3
16234,MUSEUMS,1246,1,2
16235,CELEBRITY JEOPARDY!,1252,0,5
16236,THE HUSBAND MARRIED,1247,1,2
16237,TOUGH GEOGRAPHY,1254,0,0
16238,MOVIE AUTHORS,1245,1,4
16239,COLONIAL AMERICA,1250,1,0
16240,MOVIES IN OTHER WORDS,1251,0,5
16241,EDISON'S PATENTS,1253,0,3
16242,UP &amp; ATOM,1248,1,2
16243,THE ARTIST OF RECORD,1249,1,2
16244,BRITISH LITERATURE,1250,1,1
16245,MUSIC APPRECIATION,1246,1,3
16246,MAN IN SPACE,1252,1,0
16247,EXPLORERS,1251,1,0
16248,THE U.S. SENATE: AFTER HOURS,1253,0,4
16249,POP CULTURE,1254,0,1
16250,SHAKESPEARE'S WOMEN,1247,1,3
16251,&quot;D.C.&quot;,1245,1,5
16252,NATIONAL GEOGRAPHIC &quot;B&quot;,1248,1,3
16253,DEPARTMENT STORES,1250,1,2
16254,WORLD POLITICS,1249,1,3
16255,P TIMES 3,1253,0,5
16256,GOVERNMENT &amp; POLITICS,1246,1,4
16257,WORLD CITIES,1252,1,1
16258,THE &quot;GENERAL&quot;,1253,1,0
16259,STAND BY YOUR MANNEQUIN,1254,0,2
16260,STARTS WITH &quot;W&quot;,1247,1,4
16261,HISTORY OLDER THAN YOU,1248,1,4
16262,MOVIE CLASSICS,1250,1,3
16263,LONDON,1245,2,0
16264,1980s FICTION,1246,1,5
16265,SEA LIFE,1249,1,4
16266,THE CALENDAR,1251,1,1
16267,WORD ORIGINS,1252,1,2
16268,WORLD CAPITALS,1246,2,0
16269,"CZECH, PLEASE",1247,1,5
16270,A TOUR OF THE REAGAN LIBRARY,1255,0,0
16271,LANGUAGE QUESTIONS,1248,1,5
16272,ODD SPELLING,1249,1,5
16273,FIRST LADIES,1256,0,0
16274,POULTRY,1251,1,2
16275,SOUTH AMERICA,1247,2,0
16276,COLORS,1252,1,3
16277,AROUND THE GYM,1254,0,3
16278,ARTISTS,1250,1,4
16279,ANIMALS,1248,2,0
16280,HOLIDAYS &amp; OBSERVANCES,1249,2,0
16281,POETS &amp; POETRY,1257,0,0
16282,NOT SO SIMPLE SIMON,1255,0,1
16283,SCOTLAND,1251,1,3
16284,THE DIRTY DOZEN,1253,1,1
16285,LITERARY FIRST LINES,1258,0,0
16286,MOTHER'S DAY,1259,0,0
16287,NEW HAMPSHIRITES,1252,1,4
16288,PENGUIN CLASSICS,1254,0,4
16289,MAY DAYS,1255,0,2
16290,COSMETIC INDUSTRY,1251,1,4
16291,FAMOUS ALICES,1250,1,5
16292,I DIRECT,1256,0,1
16293,GIRLS WITH GUITARS,1258,0,1
16294,ON THE BROADWAY STAGE,1257,0,1
16295,CENTRAL CHARACTERS,1252,1,5
16296,TV,1259,0,1
16297,WORD PLAY,1251,1,5
16298,U.S. RIVERS,1250,2,0
16299,MISTER ROBERTs,1253,1,2
16300,NEUROSCIENCE,1257,0,2
16301,FRUITS &amp; VEGETABLES,1258,0,2
16302,FROM THE LATIN,1254,0,5
16303,FASHION DESIGNERS,1255,0,3
16304,DRAMA,1251,2,0
16305,MAGAZINES,1259,0,2
16306,PRESIDENTS,1252,2,0
16307,HEALTH &amp; MEDICINE,1260,0,0
16308,GNOME-ENCLATURE,1256,0,2
16309,U.S. HISTORY,1254,1,0
16310,INITIALLY YOURS,1257,0,3
16311,TORAH!  TORAH!  TORAH!,1253,1,3
16312,19th CENTURY AMERICA,1261,0,0
16313,PARIS SITES,1258,0,3
16314,WORLD CAPITALS,1262,0,0
16315,ACROPOLIS NOW,1253,1,4
16316,DISCOVERIES &amp; INVENTIONS,1259,0,3
16317,YEMEN-Y SNIPPET,1257,0,4
16318,AMUSEMENT &amp; THEME PARKS,1255,0,4
16319,"TAKE MY &quot;Y&quot;, PLEASE!",1258,0,4
16320,GEOGRAPHIC QUOTATIONS,1256,0,3
16321,SINGING ACTORS,1254,1,1
16322,SPORTS SHORTS,1261,0,1
16323,THE OLYMPIC GAMES,1262,0,1
16324,SCRIPT TEASE,1260,0,1
16325,POTENT POTABLES,1259,0,4
16326,WHAT IS IT?,1258,0,5
16327,THE RUSSIANS ARE COMING!,1254,1,2
16328,&quot;E&quot; TICKET,1255,0,5
16329,LITERARY TERMS,1262,0,2
16330,HARD CANDY,1256,0,4
16331,FERTILE &quot;I&quot;s,1257,0,5
16332,BESTSELLERS,1260,0,2
16333,THE CHINESE ZODIAC,1261,0,2
16334,CLASSICAL COMPOSERS,1258,1,0
16335,AMERICAN WOMEN,1255,1,0
16336,WAR MOVIES,1253,1,5
16337,PYRAMID OF JEOPARDY!,1259,0,5
16338,RUM FOR YOUR LIFE,1262,0,3
16339,AUSTRALIAN CAPITALS,1257,1,0
16340,LABOR,1254,1,3
16341,TV GUIDE CROSSWORD CLUES,1256,0,5
16342,DEADLY DEVICES,1261,0,3
16343,AUTHORS,1253,2,0
16344,IT'LL TAKE AN ACT OF PARLIAMENT,1260,0,3
16345,MODELING,1258,1,1
16346,20th CENTURY NOVELISTS,1259,1,0
16347,THE MOVIES,1257,1,1
16348,A &quot;LITTLE&quot; MUSIC,1255,1,1
16349,SHE'S A SAINT,1260,0,4
16350,SCANDINAVIANS,1262,0,4
16351,"MY SON, THE PAINTER",1254,1,4
16352,WORLD LIT,1256,1,0
16353,BIRTH OF A NATION,1261,0,4
16354,ANIMALS,1263,0,0
16355,FROM MOVIE TO MUSICAL,1259,1,1
16356,TRIPLE RHYME TIME,1254,1,5
16357,BRITISH HEIR WAYS,1257,1,2
16358,DOWN TO EARTH,1258,1,2
16359,TRUE &amp; FALSE,1262,0,5
16360,HOLY ROMAN EMPERORS,1256,1,1
16361,"&quot;EAU&quot;, YEAH!",1260,0,5
16362,BIG BUSINESS,1255,1,2
16363,RECONSTRUCTION,1259,1,2
16364,EUROPEAN CITIES,1260,1,0
16365,NEW YORK IN THE MOVIES,1258,1,3
16366,LEGAL HISTORY,1254,2,0
16367,20th CENTURY POP CULTURE,1263,0,1
16368,ALBUQUERQUE,1264,0,0
16369,LIMERICKS,1261,0,5
16370,FAMILY MATTERS,1259,1,3
16371,HISTORIC BATTLES,1258,1,4
16372,INVERTEBRATES,1262,1,0
16373,ART &amp; ARTISTS,1257,1,3
16374,SASKATCHE- WANDERING,1255,1,3
16375,'70s SITCOMS,1260,1,1
16376,GENERAL SCIENCE,1256,1,2
16377,PRODUCE,1263,0,2
16378,PULITZER PRIZE NOVELS IN OTHER WORDS,1255,1,4
16379,ON THE &quot;MA&quot;P,1259,1,4
16380,5-SYLLABLE WORDS,1258,1,5
16381,THIS PLACE IS A ZOO!,1257,1,4
16382,SOCIOLOGY,1264,0,1
16383,AT A LOSS FOR WORLDS,1260,1,2
16384,AUTHORS ON FILM,1262,1,1
16385,NUN BUT THE BRAVE,1256,1,3
16386,DESIGN,1261,1,0
16387,"LOCUTION, LOCUTION, LOCUTION",1259,1,5
16388,DANCE,1263,0,3
16389,DANGER PUNS,1260,1,3
16390,GREEK ALPHABET SOUP,1255,1,5
16391,BEFORE &amp; AFTER,1257,1,5
16392,WORLD GEOGRAPHY,1258,2,0
16393,KENNEDY CENTER HONOREES,1261,1,1
16394,REVOLUTIONARY WAR BATTLES,1256,1,4
16395,BREAKFAST FOODS,1264,0,2
16396,LITERATURE,1265,0,0
16397,TRAVEL CANADA,1263,0,4
16398,ARCHITECTURAL HISTORY,1259,2,0
16399,&quot;C&quot; IS FOR COOKING,1260,1,4
16400,LISTEN TO THE EXPERTS -- NOT!,1262,1,2
16401,WORLD CITIES,1255,2,0
16402,ANCIENT GREECE,1266,0,0
16403,FEELING A LITTLE NORSE,1261,1,2
16404,NATIONAL STATUARY HALL,1257,2,0
16405,REDUNDANCY &amp; REPETITION,1263,0,5
16406,WORLD WAR I,1264,0,3
16407,'90s MUSIC,1265,0,1
16408,OLD EUROPE,1267,0,0
16409,BACKWORDS,1256,1,5
16410,MINOR LEAGUE BASEBALL,1266,0,1
16411,DOGGY BAG,1260,1,5
16412,U.S. HISTORY,1263,1,0
16413,OCCUPATIONAL HAZARDS,1262,1,3
16414,AUGUST,1268,0,0
16415,CRAZY PHRASES,1264,0,4
16416,NOTORIOUS,1261,1,3
16417,HISTORIC OCCASIONS,1256,2,0
16418,"HOTELS, MOTELS &amp; INNS",1266,0,2
16419,PRESIDENTIAL MEDICAL RECORDS,1262,1,4
16420,LET'S ROCK!,1267,0,1
16421,THE BREADED OPERA CATEGORY,1261,1,4
16422,C'EST CHEESE,1265,0,2
16423,AMERICAN HISTORY,1269,0,0
16424,FAMOUS ESTATES,1260,2,0
16425,CELEBRITY SPOUSES,1264,0,5
16426,POP-ROCK,1268,0,1
16427,BRAIN STRAIN,1267,0,2
16428,DOUBLE TALK,1261,1,5
16429,HISTORY,1265,0,3
16430,CRUSH UP YOUR SHAKESPEARE,1262,1,5
16431,MOVIE TITLE CHARACTERS,1263,1,1
16432,POETIC POTPOURRI,1266,0,3
16433,THE 1990s,1270,0,0
16434,AT THE CIRCUS,1267,0,3
16435,AFRICAN HISTORY,1264,1,0
16436,BEER,1268,0,2
16437,HIGH SCHOOLS,1269,0,1
16438,MOVIE INDUSTRY HISTORY,1261,2,0
16439,UNDERGARMENTS,1266,0,4
16440,GOVERNORS,1262,2,0
16441,AROUND THE WORLD,1263,1,2
16442,YE GODS!,1267,0,4
16443,THE BODY HUMAN,1264,1,1
16444,HAVE A SEAT,1265,0,4
16445,AMERICAN MUSIC FESTIVALS,1270,0,1
16446,NAMES OF THE '60s,1269,0,2
16447,1990s FASHION,1271,0,0
16448,COUNTRIES OF THE WORLD,1268,0,3
16449,NOTABLE NAMES,1272,0,0
16450,ELEMENT SYMBOL SPELLING,1267,0,5
16451,NONFICTION,1263,1,3
16452,PSYCHOLOGY,1263,1,4
16453,PENNSYLVANIA CITIES,1269,0,3
16454,CROSSWORD CLUES &quot;A&quot;,1266,0,5
16455,AMERICAN HISTORY,1271,0,1
16456,BASEBALL NICKNAMES,1265,0,5
16457,HODGEPODGE,1268,0,4
16458,ROCK MUSIC GEOGRAPHY,1272,0,1
16459,ART,1267,1,0
16460,TELEVISION,1270,0,2
16461,SCI-FI SIRENS,1271,0,2
16462,ROCK MUSIC,1264,1,2
16463,&quot;ANG&quot;ST,1263,1,5
16464,OCCUPATIONS,1269,0,4
16465,NOTABLE WOMEN,1266,1,0
16466,THE PLANETS,1270,0,3
16467,PROVERBS,1268,0,5
16468,AMERICAN MOVIE IDOL,1267,1,1
16469,THE BILL OF RIGHTS,1265,1,0
16470,AGRICULTURE,1272,0,2
16471,INTERNATIONAL SONGS,1263,2,0
16472,QUOTATIONS,1269,0,5
16473,COMPANY TOWNS,1271,0,3
16474,WISCONSIN PLACES,1267,1,2
16475,FRENCH CUISINE,1270,0,4
16476,JAPANESE BUSINESS &amp; INDUSTRY,1268,1,0
16477,TREES,1266,1,1
16478,LITERATURE,1272,0,3
16479,U.S. GOVERNMENT,1264,1,3
16480,DECORATIVE ARTS,1265,1,1
16481,BRITISH CHILDREN'S AUTHORS,1273,0,0
16482,EAGLE HODGEPODGE,1271,0,4
